epochs,MAE,MRSTFT
204,0.13344885,1.0446527227759361
205,0.025512496,0.16140735987573862
206,0.111063115,0.9972280040383339
207,0.0769077,0.3038008250296116
208,0.050040375,0.27158683352172375
209,0.10544575,0.9735343381762505
210,0.03495143,0.18034909293055534
211,0.10048547,0.647131122648716
212,0.11511434,0.352360337972641
213,0.10258216,0.8092312403023243
214,0.06527037,0.5212032124400139
215,0.18170029,1.123708814382553
216,0.090741776,0.7781826108694077
217,0.121601835,1.1783996224403381
218,0.16665043,0.5522366128861904
219,0.15833583,1.0923611223697662
220,0.08414839,0.42492444068193436
221,0.017502764,0.1839113151654601
222,0.1778415,1.5112676993012428
223,0.1155871,0.9818697050213814
224,0.006291197,0.04463678505271673
225,0.06391079,0.487351942807436
226,0.055105887,0.30309198424220085
227,0.016054243,0.13693660590797663
228,0.11620439,0.6767361760139465
229,0.13709411,0.839261956512928
230,0.16462025,1.2842337638139725
231,0.094236456,0.575600404292345
232,0.07103792,0.6367132738232613
233,0.017527493,0.0724621620029211
234,0.11354015,0.9182874783873558
235,0.0710596,0.43468405678868294
236,0.15377547,1.388823427259922
237,0.06271951,0.4652746506035328
238,0.06188534,0.3183729574084282
239,0.21482761,1.6742699518799782
240,0.023997223,0.18186053447425365
241,0.2114042,1.5396716445684433
242,0.19448681,1.9367877095937729
243,0.11037812,1.0764529705047607
244,0.055851102,0.3462664019316435
245,0.037746433,0.34903098829090595
246,0.12684935,0.976213276386261
247,0.023336828,0.16227902006357908
248,0.004409419,0.03056287206709385
249,0.06914648,0.42175745218992233
250,0.00615,0.032929886830970645
251,0.23265103,1.2835896164178848
252,0.063647375,0.5512321032583714
253,0.05154183,0.20377925783395767
254,0.051156,0.3143442813307047
255,0.09130331,0.48924052715301514
256,0.09677138,0.7595469616353512
257,0.10152696,0.7929500080645084
258,0.056498807,0.5176589675247669
259,0.0705488,0.6404783315956593
260,0.16025044,1.0001051127910614
261,0.11209716,0.8259305506944656
262,0.05132026,0.43640582635998726
263,0.035263635,0.3497566357254982
264,0.10682543,0.5651292502880096
265,0.14492178,1.229395143687725
266,0.15929016,1.0990827605128288
267,0.08001239,0.6349316984415054
268,0.06690708,0.5444998294115067
269,0.13830075,0.8674031645059586
270,0.102676325,0.7353525198996067
271,0.11578176,1.116526573896408
272,0.12292395,0.6900122202932835
273,0.07665763,0.6755391992628574
274,0.03243738,0.15687864553183317
275,0.18750016,1.345766931772232
276,0.03312472,0.30060406774282455
277,0.097636074,0.844912126660347
278,0.27681714,2.6959967464208603
279,0.062587894,0.4611908942461014
280,0.20386107,0.8101918622851372
281,0.05208219,0.43072209879755974
282,0.016061136,0.1371319480240345
283,0.049216613,0.17975693009793758
284,0.17875817,1.2843262702226639
285,0.14024587,1.4717178717255592
286,0.15178373,1.1248812675476074
287,0.21999368,1.3058036118745804
288,0.07726197,0.6667918860912323
289,0.073324844,0.3393366076052189
290,0.12790747,1.079792968928814
291,0.2526701,1.7266938984394073
292,0.15401468,1.1458493247628212
293,0.0059278887,0.044178122421726584
294,0.041806363,0.2626864854246378
295,0.034841046,0.2610552739351988
296,0.043869857,0.20918409898877144
297,0.09675623,0.9600200280547142
298,0.22518903,1.8480739071965218
299,0.130902,1.034425511956215
300,0.11849148,0.9823176488280296
301,0.006335981,0.0467344222124666
302,0.07023245,0.503008309751749
303,0.18315418,1.3571625873446465
304,0.016186621,0.13531284127384424
305,0.07535203,0.6710390448570251
306,0.091916695,0.5623874254524708
307,0.0053876373,0.0416323768440634
308,0.067770295,0.5043200254440308
309,0.009560877,0.09445856558158994
310,0.18642801,1.6131954714655876
311,0.060348008,0.46316908299922943
312,0.06994672,0.3929302878677845
313,0.07083577,0.6042420193552971
314,0.040022656,0.14857173152267933
315,0.009241806,0.07211512280628085
316,0.030630756,0.1921487022191286
317,0.15635149,1.146954096853733
318,0.082535155,0.4415500648319721
319,0.15600352,0.9698299169540405
320,0.11499327,0.7878570035099983
321,0.09668836,0.6507523916661739
322,0.14650807,1.1179893538355827
323,0.12011572,0.8339784741401672
324,0.115445584,1.0458002239465714
325,0.17871113,1.3587470203638077
326,0.0065439204,0.03795486665330827
327,0.09166119,0.5833592042326927
328,0.08577274,0.5149121209979057
329,0.15180543,1.1276719346642494
330,0.17444281,1.1853332296013832
331,0.16361898,1.3786056339740753
332,0.123881705,1.047590047121048
333,0.23983435,1.3838730156421661
334,0.14280228,1.5167289897799492
335,0.26948616,2.456159323453903
336,0.19215351,1.8972040861845016
337,0.19066924,1.8402934074401855
338,0.04685421,0.2546440325677395
339,0.0041897395,0.02781142946332693
340,0.032885365,0.23627852648496628
341,0.19875441,1.6902484446763992
342,0.06890649,0.6276800595223904
343,0.10889049,0.6021094769239426
344,0.12394481,1.1594649851322174
345,0.0654694,0.5399052537977695
346,0.07132251,0.47055967152118683
347,0.06192918,0.4290029965341091
348,0.09622734,0.6503497809171677
349,0.060926836,0.5514707677066326
350,0.07355946,0.5274825505912304
351,0.07077195,0.46819400787353516
352,0.16640015,1.5162263065576553
353,0.121384524,1.2647768780589104
354,0.058069,0.204002745449543
355,0.104034975,0.8875720091164112
356,0.0040427614,0.022086887387558818
357,0.17608488,1.3373529240489006
358,0.10212232,0.3776763938367367
359,0.06392996,0.47114384174346924
360,0.08759009,0.6778853386640549
361,0.092793345,0.654749620705843
362,0.026239565,0.23140155524015427
363,0.16918947,1.0628069415688515
364,0.18191765,1.478123165667057
365,0.037252855,0.355524362064898
366,0.08605515,0.4430643580853939
367,0.14725114,1.3200040459632874
368,0.07263541,0.2966340444982052
369,0.07267196,0.5488744825124741
370,0.22346523,1.8995617926120758
371,0.070029035,0.5659110881388187
372,0.08545537,0.43008529767394066
373,0.18949704,1.8688170835375786
374,0.09242566,0.7450341172516346
375,0.116150565,0.8813585825264454
376,0.08075679,0.5725814774632454
377,0.037697278,0.28341437689960003
378,0.03538586,0.35421743243932724
379,0.031580232,0.19558494165539742
380,0.12702546,1.0164471492171288
381,0.117499046,0.8564096987247467
382,0.15939382,1.5506794974207878
383,0.10996148,0.6456953957676888
384,0.10026481,0.6979443058371544
385,0.05601617,0.3470953702926636
386,0.14783593,1.3264492750167847
387,0.2237949,1.888824224472046
388,0.03395439,0.2564707566052675
389,0.1174564,1.11525809019804
390,0.004556214,0.027453677030280232
391,0.14100292,0.8373318314552307
392,0.061204325,0.4924224317073822
393,0.111779734,0.6229596957564354
394,0.11403904,0.99014051258564
395,0.0049309656,0.02339064236730337
396,0.069112815,0.5109189786016941
397,0.006818766,0.04311809176579118
398,0.02795929,0.183031739667058
399,0.12557717,1.0324620231986046
400,0.06722482,0.24919283017516136
401,0.1697104,0.9330121874809265
402,0.20733938,1.693119302392006
403,0.14099696,1.4879508912563324
404,0.10610947,0.6838563308119774
405,0.09721297,0.4789494499564171
406,0.105097845,0.5707826502621174
407,0.08972206,0.6271687187254429
408,0.0039960896,0.015405202051624656
409,0.17023389,1.0889037400484085
410,0.24578108,1.7012807875871658
411,0.16802609,1.220437228679657
412,0.17996861,1.0261584222316742
413,0.1848037,1.6647424176335335
414,0.1279787,0.8687538653612137
415,0.15477681,0.7705619297921658
416,0.070598274,0.6460478119552135
417,0.18231189,1.487856201827526
418,0.045348447,0.28092154301702976
419,0.017589828,0.12596167996525764
420,0.11708227,1.00775608420372
421,0.14803347,0.8587063103914261
422,0.2507219,1.4767395704984665
423,0.11541773,0.7884480468928814
424,0.046161003,0.28195279836654663
425,0.10897155,0.8282150849699974
426,0.13375808,1.01968452334404
427,0.12748085,1.1068210378289223
428,0.009678269,0.039584190119057894
429,0.08320156,0.8269284218549728
430,0.08948157,0.5447833612561226
431,0.022692868,0.16919328831136227
432,0.19679135,1.6432861983776093
433,0.0056779776,0.04213711270131171
434,0.059903134,0.31819312274456024
435,0.14499946,1.1561338230967522
436,0.14890932,1.037793330848217
437,0.068270065,0.25597039237618446
438,0.050107557,0.3720612693578005
439,0.11954663,1.0325863435864449
440,0.24222812,1.7002906799316406
441,0.18528476,1.3641536831855774
442,0.008245891,0.03261579922400415
443,0.047208887,0.36048020608723164
444,0.08483831,0.4193678144365549
445,0.02141048,0.12421539705246687
446,0.16862397,1.3123414516448975
447,0.11382235,0.76477986946702
448,0.038173396,0.259419247508049
449,0.18782994,1.095985122025013
